name,region,province
Kgopedinota Primary School,Mokopane,Limpopo
Kgopodi Primary School,Polokwane,Limpopo
Kgopolo E Botse Primary School,Nebo,Limpopo
Kgopong,Trichardtsdal,Limpopo
Kgopsane Primary,Nzhelele West,Limpopo
Kgopudi Secondary School,Polokwane,Limpopo
Kgoroshi  Primary,Sandfontein,Limpopo
Kgoshi Moroangoato Secondary School,Marishane,Limpopo
Kgothala Secondary School,Dennilton,Limpopo
Kgotlho Primary School,Sovenga,Limpopo
Kgotloana,Dendron,Limpopo
Kgotlopong Primary School,Burgersfort,Limpopo
Kgotsoro Primary ,Hlogoyanku,Limpopo
Kgotswane Secondary School,Marishane,Limpopo
Kgwadiamoleke Secondary School,Polokwane,Limpopo
Kgwadu Primary School,Polokwane,Limpopo
Kgwale Primary School,Polokwane,Limpopo
Kgwana,Trichardtsdal,Limpopo
Kgwaratlou Secondary School,Polokwane,Limpopo
Kgwaredi Primary School,Seshego,Limpopo
Kgwatlhele Primary School,Mokopane,Limpopo
Kgwekgwe High,Tzaneen,Limpopo
Khabele Primary School,Belabela,Limpopo
Khadzinge Secondary School,Makhado,Limpopo
Khahara Junior Primary School,Lenyenye,Limpopo
Khaiso High School,Polokwane,Limpopo
Khakhala Primary,Giyani,Limpopo
Khakhanwa Primary School,Mulenzhe,Limpopo
Khakhu Secondary School,Khakhu,Limpopo
Khalavha Primary,Sibasa,Limpopo
Khalilale Primary School,Makhado,Limpopo
Khamanyani Primary School,Vongani,Limpopo
Khanani Primary,Malamulele,Limpopo
Khangale  Secondary  School,Mutale,Limpopo
Khanyisa Education Centre,Giyani,Limpopo
Khapakhapa,Khomanani,Limpopo
Kharivha Primary,Dzanani,Limpopo
Khataza High School,Shiluvane,Limpopo
Khatisa High School,Malamulele,Limpopo
Khatola ,Molototsi,Limpopo
Khavhambe Primary School,Sibasa,Limpopo
Khavuwe Primary School ,Thohoyandou,Limpopo
Kheale Sen. Sec  Secondary,Modjadjiskloof,Limpopo
Khekhutini Primary School,Mohlakamosoma,Limpopo
Kheodi High School,Molototsi,Limpopo
Kheophene Primary School,Tzaneen,Limpopo
Khesethwane Secondary,Tzaneen,Limpopo
Khethapoye Primary School,Tzaneen,Limpopo
Kheto Nxumayo Agricultural High School,Giyani,Limpopo
Kheyi Primary School,Giyani,Limpopo
Khodobi Primary,Malamulele,Limpopo
Khogonyane Jp School,Kutama,Limpopo
Khomanani High School,Khomanani,Limpopo
Khomani Mbhalati Secondary School,Giyani,Limpopo
Khomela Primary School,Dzanani,Limpopo
Khomisani Primary School,Giyani,Limpopo
Khopo  Primary School,Ritavi,Limpopo
Khubudi Secondary,Kgapane,Limpopo
Khubvi Primary,Makhado,Limpopo
Khudu Secondary School,Trichardtsdal,Limpopo
Khudugane Secondary School,Modjadjiskloof,Limpopo
Khudutseke Primary,Masemola,Limpopo
Khujwana Primary School,Letaba,Limpopo
Khumelong,Kgapane,Limpopo
Khunda Primary,Vhulaudzi,Limpopo
Khungulu Primary School,Giyani,Limpopo
Khunwana Primary School,Polokwane,Limpopo
Khupukani Primary School,Malamulele,Limpopo
Khureng Primary School,Polokwane,Limpopo
Khutsong Primary,Duiwelskloof,Limpopo
Khutsong Primary School,Duiwelskloof,Limpopo
Khwara  Secondary,Mashau,Limpopo
Khwevha Commercial School,Shayadima,Limpopo
Khwezu Primary ,Giyani,Limpopo
Khwinana  Secondary,Polokwane,Limpopo
Kiletsa  Primary  School,Mooketsi,Limpopo
Kingfisher Private School,Phalaborwa,Limpopo
Kingscollege School,Ellisras,Limpopo
Kitty,Lephalale,Limpopo
Klassmothapo Secondary School,Polokwane,Limpopo
Kleinskool Community Primary School,Tzaneen,Limpopo
Klipspruit,Lephalale,Limpopo
Knight Marambana Senior Secondary School,Buysdorp,Limpopo
Kobe Primary School,Polokwane,Limpopo
Kobjaname Primary School,Moetladimo,Limpopo
Koboti Primary School,Burgersfort,Limpopo
Kodumela Primary,Polokwane,Limpopo
Kodupo,Tomburke,Limpopo
Kokami Primary School,Polokwane,Limpopo
Kokona-Dikgale Primary School,Sovenga,Limpopo
Kokwane Primary,Dzanani,Limpopo
Kola Leboho Secondary School,Polokwane,Limpopo
Kolobe Ramasobana Secondary,Bakenberg,Limpopo
Kolobetona Senior Secondary ,Soekmekaar,Limpopo
Kolofane Senior Phase,Dennilton,Limpopo
Kolokoshani Secondary School,Vuwani,Limpopo
Komane Primary School,Polokwane,Limpopo
Komape Molapo Primary School,Seshego,Limpopo
Konanani Primary School,Sibasa,Limpopo
Konani Pfunzo Learning Centre,Makhado,Limpopo
Konkoti Primary School,Polokwane,Limpopo
Konoto Primary School,Dikgale,Limpopo
Konyama Primary School ,Rebone,Limpopo
Kopa Secondary School,Greater Groblersdal,Limpopo
Kopanang Lower & Higher Primary ,Duiwelskloof,Limpopo
Kopano Secondary School,Polokwane,Limpopo
Kopanong Primary School,Nebo,Limpopo
Kopi Primary School,Steelpoort,Limpopo
Kopjane,Polokwane,Limpopo
Kopjeng Primary School,Nebo,Limpopo
Koroso  Primary,Polokwane,Limpopo
Kotankwe Lower Primary School,Polokwane,Limpopo
Kotole Secondary School,Greater Groblersdal,Limpopo
Kranenburg,Messina,Limpopo
Krause Primary School,Northam,Limpopo
Krokodilpan Primary School,Maasstroom,Limpopo
Kubela  Secondary  School,Marblehall,Limpopo
Kubune Primary,Molototsi,Limpopo
Kubushe_Secondary_School,Mokopane,Limpopo
Kurhula,Lulekani,Limpopo
Kurulen Primary School,Levubu,Limpopo
Kutama Secondary School,Kutama,Limpopo
Kutsakeni Primary School,Giyani,Limpopo
Kwanala Primary School,Marishane,Limpopo
Kwano Primary,Burgersfort,Limpopo
Kwata Primary School,Burgersfort,Limpopo
Kwazamokuhle Secondary School,Greater Groblersdal,Limpopo
Kweledi Secondary,Burgersfort,Limpopo
Kwena A Peu Secondary,Polokwane,Limpopo
Kwena-Selaki Primary,Polokwane,Limpopo
Kwenatshwene Primary School,Nebo,Limpopo
Laaste Hoop Higher Primary,Polokwane,Limpopo
Ladzani P School,Mutale,Limpopo
Laersdrif Combined School,Middelburg,Limpopo
Laerskool  Leeupoort,Leeupoort,Limpopo
Laerskool Atokia,Polokwane,Limpopo
Laerskool Bosveld School,Lephalale,Limpopo
Laerskool Burgersfort,Burgersfort,Limpopo
Laerskool Bysonderheid,Roedtan,Limpopo
Laerskool Doornfontein,Nylstroom,Limpopo
Laerskool Dr Annecke Primary,Letsitele,Limpopo
Laerskool Drankensig,Drakensig,Limpopo
Laerskool Duiwelskloof,Duiwelskloof,Limpopo
Laerskool Dwaalboom,Dwaalboom,Limpopo
Laerskool Eenheid,Nylstroom,Limpopo
Laerskool Ellisras,Ellisras,Limpopo
Laerskool Eugene N Marais,Buysdorp,Limpopo
Laerskool Gravelotte Primary,Gravelotte,Limpopo
Laerskool Ivypark,Polokwane,Limpopo
Laerskool Julian Muller,Greater Groblersdal,Limpopo
Laerskool Klipspruit,Lephalale,Limpopo
Laerskool Koedoeskop,Koedoeskop,Limpopo
Laerskool Kremetart,Giyani,Limpopo
Laerskool Krugerpark,Potgietersrus,Limpopo
Laerskool Levubu,Levubu,Limpopo
Laerskool Louis Trichardt,Makhado,Limpopo
Laerskool Marble Hall,Marblehall,Limpopo
Laerskool Mariepskop,Kapersrus,Limpopo
Laerskool Messina Primary,Musina,Limpopo
Laerskool Nylstroom,Nylstroom,Limpopo
Laerskool Ohrigstad,Ohrigstad,Limpopo
Laerskool Phalaborwa Noord,Phalaborwa,Limpopo
Laerskool Phalaborwa Suid,Phalaborwa,Limpopo
Laerskool Piet Hugo,Ladanna,Limpopo
Laerskool Pietersburg Noord,Pietersburg,Limpopo
Laerskool Pietersburg Oos,Polokwane,Limpopo
Laerskool Platina,Swartklip,Limpopo
Laerskool Potgietersrus,Potgietersrus,Limpopo
Laerskool Roossenekal,Roossenekal,Limpopo
Laerskool Soutpansberg,Makhado,Limpopo
Laerskool Thabazimbi,Thabazimbi,Limpopo
Laerskool Toitskraal,Marblehall,Limpopo
Laerskool Tshikondeni,Vuwani,Limpopo
Laerskool Tuinplaas,Warmbad,Limpopo
Laerskool Tzaneen,Tzaneen,Limpopo
Laerskool Unitas,Swartwater,Limpopo
Laerskool Vaalwater,Vaalwater,Limpopo
Laerskool Van Wykskraal,Thabazimbi,Limpopo
Laerskool Warmbad,Belabela,Limpopo
Laerskool Wolmaransstad,Buysdorp,Limpopo
Laerskool Zebediela,Zebediela,Limpopo
Lafata Primary ,Polokwane,Limpopo
Lambani Primary School,Tshaulu,Limpopo
Lamdzandvo Senior Secondary School,Janefurse,Limpopo
Lamola Senior Secondary,Mokopane,Limpopo
Lamvi Primary School,Thohoyandou,Limpopo
Langalibalele Secondary,Mahwelereng,Limpopo
Langanani Primary School,Makhado,Limpopo
Langutani Senior Primary School,Malamulele,Limpopo
Langutelani Primary School,Mavhuza,Limpopo
Lavhurala Primary School,Hamakuya,Limpopo
Leakhale Primary School,Modjadjiskloof,Limpopo
Leap,Jabefurse,Limpopo
Lebaka Primary,Molototsi,Limpopo
Lebeko High,Namakgale,Limpopo
Lebitso High School,Lenyenye,Limpopo
Leboeng Primary School,Ohrigstad,Limpopo
Leboho  Primary School,Raditshaba,Limpopo
Lebone Ii College Of The Royal Bafokeng,Nebo,Limpopo
Lebowaganyane Primary,Mooketsi,Limpopo
Lebowakgomo High School,Polokwane,Limpopo
Lechaba  Primary School,Bakenberg,Limpopo
Lediitse Primary,Masemola,Limpopo
Ledingwe Primary School,Burgersfort,Limpopo
Leetetja,Polokwane,Limpopo
Lefakgomo Secondary ,Burgersfort,Limpopo
Lefara Senior Secondary School,Letaba,Limpopo
Lefatane Primary School,Polokwane,Limpopo
Lefoke Primary,Trichardtsdal,Limpopo
Legabeng,Maboloke,Limpopo
Legadimane Primary School,Marblehall,Limpopo
Legaganeng Primary School,Mokopane,Limpopo
Legaletlwa Secondary School,Glencowie,Limpopo
Leganabatho Primary School,Tsate,Limpopo
Legapana Primary School,Steelpoort,Limpopo
Legare Secondary School,Polokwane,Limpopo
Legobole Primary,Polokwane,Limpopo
Legoleng Primary School,Ohrigstad,Limpopo
Lehaiwa Secondary,Polokwane,Limpopo
Lehlaba,Driekop,Limpopo
Lehlaba Primary School,Tzaneen,Limpopo
Lehlaga Secondary School,Polokwane,Limpopo
Lehlagare Marishane Primary School,Marishane,Limpopo
Lehlagare Primary School,Dennilton,Limpopo
Lehlake Primary School,Nebo,Limpopo
Lehutjwana Secondary School,Janefurse,Limpopo
Lehwelere Combined School,Dennilton,Limpopo
Lehwelere Secondary School,Nebo,Limpopo
Lehwelere-Matlala Secondary,Marblehall,Limpopo
Lekakaretsa,Galebelo,Limpopo
Lekala High School,Greater Groblersdal,Limpopo
Lekane Primary School,Moetladimo,Limpopo
Lekentle Senior Secondary School,Polokwane,Limpopo
Lekgolane Primary School,Marblehall,Limpopo
Lekgolo Maake Primary School,Lenyenye,Limpopo
Lekgolwa Primary,Baltimore,Limpopo
Lekgorong Primary School,Polokwane,Limpopo
Lekgwareng Primary,Kgapane,Limpopo
Lekhine  Senior  Secondary,Marblehall,Limpopo
Lekhureng Primary,Polokwane,Limpopo
Lekiting Primary School,Polokwane,Limpopo
Lekkebreek Primary School,Nylstroom,Limpopo
Lekoko Secondary School,Marishane,Limpopo
Lekometse Primary School,Greater Groblersdal,Limpopo
Lekota Secondary School,Dikgale,Limpopo
Lekuboshai Primary  School,Burgersfort,Limpopo
Lekukela Primary,Duiwelskloof,Limpopo
Lekwa Secondary  School,Mahwelereng,Limpopo
Lekwalakwala Primary School,Polokwane,Limpopo
Leleni Primary School,Giyani,Limpopo
Leleso High School,Mahwelereng,Limpopo
Lemana High School,Elim,Limpopo
Lemetja Secondary School,Marken,Limpopo
Lenare Secondary School,Polokwane,Limpopo
Lengama Secondary School,Pietersburg,Limpopo
Lenkwane Primary,Skrikfontein,Limpopo
Lennes Primary School,Treves,Limpopo
Lenting Primary School,Polokwane,Limpopo
Lenyenye Senior Primary School,Lenyenye,Limpopo
Leokeng Secondary School,Greater Groblersdal,Limpopo
Leolo High School,Burgersfort,Limpopo
Leoma,Moetladimo,Limpopo
Leonora Primary,Letsitele,Limpopo
Lepato Secondary School,Namakgale,Limpopo
Lepelle Primary,Moetladimo,Limpopo
Lepelle Secondary School,Marblehall,Limpopo
Lephadimisha Senior Secondary School,Bakenberg,Limpopo
Lephai,Soekmekaar,Limpopo
Lephalala Primary School,Polokwane,Limpopo
Lephalale Primary School,Lephalale,Limpopo
Lephenye Secondary,Driekop,Limpopo
Lepono Senior Secondary,Bismark,Limpopo
Lerajane Primary School,Lefalane,Limpopo
Lerale,Molototsi,Limpopo
Lerate Higher Primary,Polokwane,Limpopo
Lerato Secondary,Janefurse,Limpopo
Lerekhureng Com School,Steenbokpan,Limpopo
Leriana Secondary School,Greater Groblersdal,Limpopo
Leruleng Secondary School,Sovenga,Limpopo
Lesailane High School,Burgersfort,Limpopo
Lesedi Waldorf Centre,Polokwane,Limpopo
Leseding High School,Vaalwater,Limpopo
Leseding Primary School,Gravelotte,Limpopo
Leseka Primary,Matlhogwe,Limpopo
Lesetsi Primary School,Polokwane,Limpopo
Leshalabe Primary School,Nebo,Limpopo
Leshikishiki Secondary,Polokwane,Limpopo
Leshoane Primary School,Polokwane,Limpopo
Leshoba Primary School,Potgietersrus,Limpopo
Lesibe Primary School,Burgersfort,Limpopo
Lesodi Motlana H.P,Mokamole,Limpopo
Letaba Landgoed Primary,Letaba,Limpopo
Letamong Combined School,Naboomspruit,Limpopo
Letau Secondary School,Burgersfort,Limpopo
Letebele Marishane,Marishane,Limpopo
Letheba Secondary School,Polokwane,Limpopo
Letjatji Presidential School,Gompies,Limpopo
Letlakana Primary School,Mokopane,Limpopo
Letlamoreng,Lephalale,Limpopo
Letlhoedi Primary,Polokwane,Limpopo
Letlhotlhong Primary ,Lonsdale,Limpopo
Letlotlo Primary,Polokwane,Limpopo
Letseku Primary,Kgapane,Limpopo
Letshega Malokwane Secondary School,Juno,Limpopo
Letsiri Primary,Marishane,Limpopo
Letswalela Bahlaloga Secondary School,Polokwane,Limpopo
Letswatla Primary School,Polokwane,Limpopo
Letupu Secondary School,Tomburke,Limpopo
Leubaneng Primary School,Bakenberg,Limpopo
Lewalemolomo Secondary,Masemola,Limpopo
Leweng Primary School,Lonsdale,Limpopo
Ligege Secondary School,Thohoyandou,Limpopo
Liivha Combined School,Thohoyandou,Limpopo
Limbedzi Sec School,Matidze,Limpopo
Limburg,Potgietersrus,Limpopo
Limpopo Default School,Limpopo Default Region,Limpopo
Liphakha Primary School,Dzanani,Limpopo
Lishavhana Secondary,Makhado,Limpopo
Litshovhu Secondary School,Makhado,Limpopo
Little   Bedfordview   Primary,Polokwane,Limpopo
Little Flower Learning Centre,Thohoyandou,Limpopo
Livhuwani Junior Primary,Vhulaudzi,Limpopo
Living Waters Primary School,Greater Groblersdal,Limpopo
Living Waters Private School,Greater Groblersdal,Limpopo
Lobamba Secondary,Burgersfort,Limpopo
Lobethal Primary School,Marishane,Limpopo
Loboli Secondary School,Greater Groblersdal,Limpopo
Londolani Primary,Makhado,Limpopo
Lord Milner School,Warmbad,Limpopo
Loretto Combined School,Tzaneen,Limpopo
Lorraine Banareng High Primary School,Trichardtsdal,Limpopo
Lotanang Primary,Seshego,Limpopo
Lotavha Primary  School,Muwaweni,Limpopo
Lotsha Primary School,Mashamba,Limpopo
Lowveld Academy,Hoedspruit,Limpopo
Ltt Murunwa School Of Excellence,Makhado,Limpopo
Luambo Secondary School,Vuwani,Limpopo
Luaname Primary,Makonde,Limpopo
Luatame Secondary School,Dzanani,Limpopo
Lucas Ratshalingwa Secondary,Makonde,Limpopo
Luckau Primary School,Greater Groblersdal,Limpopo
Ludane Junior Primary School,Nzhelele West,Limpopo
Lufule Primary,Thohoyandou,Limpopo
Luheni Primary School,Dzimauli,Limpopo
Lukalo Primary School,Thohoyandou,Limpopo
Lukau Primary School,Mutale,Limpopo
Lukhaimane Primary,Thohoyandou,Limpopo
Lukunde Primary,Thohoyandou,Limpopo
Lukwarani Primary,Sibasa,Limpopo
Lulekani Primary School,Lulekani,Limpopo
Lumuka Secondary,Elim,Limpopo
Lunwanngwe Secondary,Thohoyandou,Limpopo
Lupedze   Primary  School,Mashau,Limpopo
Lupenyo Primary ,Makhado,Limpopo
Luphai Secondary ,Sibasa,Limpopo
Lurenzheni Junior Primary,Shayadima,Limpopo
Lusaka Primary School,Dennilton,Limpopo
Luswinzhe Sec,Dzanani,Limpopo
Lutandale Primary School,Makhado,Limpopo
Luthuli Park,Polokwane,Limpopo
Luvhaivhai Secondary School,Lwamondo,Limpopo
Luvhalani J.P School,Tshakhuma,Limpopo
Luvhengo Sec School,Mutale,Limpopo
Luvhivhini Secondary School,Kutama,Limpopo
Luvhone Primary,Mutale,Limpopo
Luxemburg Primary,Potgietersrus,Limpopo
Lwamondo High,Lwamondo,Limpopo
Lwandani Secondary School,Shayadima,Limpopo
Lwandlamuni Secondary School,Mamitwa,Limpopo
Lwaphungu Secondary,Manenzhe,Limpopo
Lwenzhe,Vuwani,Limpopo
M.C. Langa Secondary,Potgietersrus,Limpopo
M.E Makgato High School,Seshego,Limpopo
M.K.Khambani Primary School,Giyani,Limpopo
M.P Mamabolo Secondary School,Segopje,Limpopo
M.R. Mamaila Primary,Molototsi,Limpopo
Maahlamele High School Single Shift School,Hoedspruit,Limpopo
Maaka-Maleka Senior Primary School,Mahwelereng,Limpopo
Maake Primary School,Lenyenye,Limpopo
Maale Senior Primary,Shiluvane,Limpopo
Maalobane High School,Trichardtsdal,Limpopo
Maandamahulu Primary School,Makhado,Limpopo
Maangani Primary School,Dzanani,Limpopo
Maangwako Junior Primary,Moetladimo,Limpopo
Maatla Primary School,Moetladimo,Limpopo
Maatserepe Primary School,Burgersfort,Limpopo
Mabake Secondary School,Marble Hall,Limpopo
Mabalane Seleka Tech School,Lephalale,Limpopo
Mabapa_Primary,Tzaneen,Limpopo
Mabayeni Primary,Malamulele,Limpopo
Mabea Senior Secondary School,Polokwane,Limpopo
Mabeba Primary School,Polokwane,Limpopo
Mabetha,Mokamole,Limpopo
Mabetwa Primary,Polokwane,Limpopo
Mabhande P School,Greater Groblersdal,Limpopo
Mabhedla Primary,Burgersfort,Limpopo
Mabila Primary,Matavhela,Limpopo
Mabilu Primary,Thohoyandou,Limpopo
Mabine Primary,Namakgale,Limpopo
Mabitsela Primary School,Lonsdale,Limpopo
Mabitsi Primary School,Marblehall,Limpopo
Mabje A Kgoro Primary School,Tzaneen,Limpopo
Mabjepilong Primary,Modjadjiskloof,Limpopo
Mabodibeng Secondary,Greater Groblersdal,Limpopo
Maboe Primary School,Mpilo,Limpopo
Maboeletse Primary School,Driekop,Limpopo
Mabogopedi Secondary School,Thabazimbi,Limpopo
Maboi Primary School,Polokwane,Limpopo
Maboke Junior Primary,Mooketsi,Limpopo
Mabokelele Primary,Polokwane,Limpopo
Mabooe Primary School,Polokwane,Limpopo
Mabopa-Abo-Mpuwa Primary School,Mokopane,Limpopo
Maboragane Secondary School,Burgersfort,Limpopo
Mabotha Secondary School,Raditshaba,Limpopo
Mabotsha Primary,Burgersfort,Limpopo
Maboyane Higher Primary School,Dikgale,Limpopo
Mabu Primary School,Burgersfort,Limpopo
Mabuela- Ramorulana Primary,Mokopane,Limpopo
Mabule Primary School,Modimolle,Limpopo
Mabunda Primary Primary,Phangweni,Limpopo
Mabusela Primary School,Bakenberg,Limpopo
Mabushe High School,Lenyenye,Limpopo
Mabyanene Primary School,Polokwane,Limpopo
Macema High School,Giyani,Limpopo
Machaba Primary School,Polokwane,Limpopo
Machaka Learning Academy,Polokwane,Limpopo
Machaka Robert Mamabolo Secondary School,Polokwane,Limpopo
Machelane Primary,Masemola,Limpopo
Machele  Primary,Malamulele,Limpopo
Machepelele Secondary,Paulusweg,Limpopo
Machikiri Primary,Mokopane,Limpopo
Mack Semeka Senior Secondary School,Zebediela,Limpopo
Madabani Junior Primary School,Tshilwavhusiku,Limpopo
Madadzhe High Scool,Sibasa,Limpopo
Madadzhi Primary ,Polokwane,Limpopo
Madaheni Combined,Kutama,Limpopo
Madala J.P. School,Khakhu,Limpopo
Madangani Primary School,Masisi,Limpopo
Madatshitshi  Primary   School,Matavhela,Limpopo
Madavhila Primary,Masisi,Limpopo
Madenathaga  Primary School,Polokwane,Limpopo
Madibaneng,Tomburke,Limpopo
Madibeng Primary,Steelpoort,Limpopo
Madibeng Primary School,Steelpoort,Limpopo
Madibo High School,Gompies,Limpopo
Madibong Primary School,Janefurse,Limpopo
Madidimalo Primary School,Rapadi,Limpopo
Madie High School,Moetladimo,Limpopo
Madietane Primary School,Polokwane,Limpopo
Madiete   Primary   School,Burgersfort,Limpopo
Madifha Primary,Thohoyandou,Limpopo
Madihadzuli Primary School,Makhado,Limpopo
Madika Primary School,Gompies,Limpopo
Madikalepudi Secondary,Marishane,Limpopo
Madikana Primary,Polokwane,Limpopo
Madikanono Primary School,Janefurse,Limpopo
Madikoloshe-Malepe,Burgersfort,Limpopo
Madikoti - Putsoa Primary School,Platinumrif,Limpopo
Madikoti Primary School,Marblehall,Limpopo
Madikwe S.S School,Mokopane,Limpopo
Madikweng Secondary,Polokwane,Limpopo
Madimbo  Primary  School,Manenzhe,Limpopo
Madinoge Kgoloko,Janefurse,Limpopo
Madinoge Primary School,Burgersfort,Limpopo
Madiphatlo Kgomo Primary ,Potgietersrus,Limpopo
Madipoane Secondary School,Polokwane,Limpopo
Madisei Primary School,Polokwane,Limpopo
Madithamaga Primary School,Steelpoort,Limpopo
Madithame Senior Secondary School,Apel,Limpopo
Maditsi Secondary School,Polokwane,Limpopo
Madjadji Primary School,Selwane,Limpopo
Madobi Primary School,Khomanani,Limpopo
Madodonga Primary School         ,Kutama,Limpopo
Madombidzha Junior Primary School,Sinthumule,Limpopo
Madonsi High School,Malamulele,Limpopo
Maduma Primary,Polokwane,Limpopo
Madumane Primary,Tzaneen,Limpopo
Madzikuse  Combined  School,Tshikonelo,Limpopo
Madzivi Primary,Giyani,Limpopo
Maebani Primary School,Kutama,Limpopo
